step,reward,reward_std,kl,entropy,mean_length,max_length,clipped_ratio,grad_norm,loss,step_time
631,0.804,0.03252,0.09034,0.3507,274.4,363,0,0.0708,0.009032,90.96
632,0.7808,0.04181,0.0978,0.3661,284.3,431,0,0.05762,0.00978,105
633,0.7942,0.04903,0.1146,0.3866,278.1,399,0,0.07568,0.01146,97.96
634,0.7575,0.05055,0.09305,0.4016,281.9,390,0,0.07324,0.009305,97.63
635,0.751,0.05554,0.09446,0.3865,286,469,0,0.07373,0.009446,114.9
636,0.7771,0.05116,0.1152,0.349,273.9,363,0,0.06836,0.01152,90.57
637,0.7627,0.06415,0.09275,0.3895,255.8,306,0,0.07617,0.009275,80.23
638,0.7692,0.04501,0.09671,0.4098,286.3,376,0,0.06079,0.009671,92.93
639,0.7884,0.04352,0.08761,0.4425,287.6,421,0,0.06885,0.008762,101.9
640,0.7773,0.04891,0.08859,0.3884,275.4,363,0,0.06641,0.008859,91.77
641,0.7757,0.03599,0.08583,0.338,277.9,428,0,0.05981,0.008583,104.1
642,0.7412,0.06028,0.1032,0.3595,278.9,366,0,0.07324,0.01032,90.19
643,0.7595,0.05339,0.08648,0.3322,276.4,444,0,0.06982,0.008649,106.5
644,0.7407,0.0623,0.07144,0.3897,308.5,425,0,0.09717,0.007143,103.5
645,0.7636,0.05769,0.09576,0.4078,291.8,449,0,0.06934,0.009576,110.1
646,0.7924,0.05403,0.1141,0.362,255.9,306,0,0.06934,0.01141,79.9
647,0.7653,0.06579,0.0979,0.2952,271.4,343,0,0.06641,0.00979,86.76
648,0.7647,0.06519,0.08566,0.4211,302.2,426,0,0.06396,0.008566,108.1
649,0.7791,0.06045,0.0965,0.3842,297.2,422,0,0.05859,0.00965,106.6
650,0.7785,0.04342,0.0981,0.3714,257.6,340,0,0.06543,0.00981,87.16
651,0.7696,0.04614,0.1003,0.3186,276.2,379,0,0.06836,0.01003,91.5
652,0.7684,0.06427,0.1035,0.3765,266.8,350,0,0.07373,0.01035,86.8
653,0.7582,0.05356,0.1048,0.4168,262.8,311,0,0.06787,0.01048,80.51
654,0.7965,0.03154,0.1009,0.3667,248.7,363,0,0.07178,0.01009,90.72
655,0.7688,0.06165,0.08846,0.4269,301.7,359,0,0.06934,0.008846,92.26
656,0.749,0.06632,0.07706,0.3584,273.9,338,0,0.05957,0.007705,84.27
657,0.7535,0.05635,0.09315,0.4134,283.4,358,0,0.07129,0.009315,88.3
658,0.7579,0.04312,0.09457,0.3604,278.4,340,0,0.06592,0.009457,86.29
659,0.7518,0.06188,0.09682,0.4375,301.5,485,0,0.07666,0.009683,119.2
660,0.7793,0.06512,0.07796,0.402,285.2,415,0,0.07715,0.007796,101.2
661,0.7928,0.04153,0.09955,0.3431,256.4,340,0,0.06885,0.009955,85.39
662,0.7844,0.04797,0.1055,0.3423,268.4,351,0,0.07422,0.01055,87.01
663,0.7538,0.06041,0.1036,0.3563,277.5,425,0,0.08252,0.01036,104.4
664,0.7484,0.0601,0.07767,0.4486,326.9,565,0,0.06934,0.007767,135.9
665,0.7566,0.06585,0.08943,0.3797,281.1,412,0,0.06348,0.008943,104.9
666,0.7688,0.06367,0.1022,0.3483,264.2,376,0,0.06226,0.01022,92.41
667,0.7708,0.06576,0.1092,0.3988,252,313,0,0.06396,0.01091,81.37
668,0.7432,0.04933,0.07845,0.368,292.5,390,0,0.06787,0.007844,96.5
669,0.7584,0.04718,0.08842,0.364,276.7,351,0,0.06689,0.008842,87.07
670,0.7649,0.05412,0.1127,0.3695,252.4,335,0,0.07764,0.01127,85.78
671,0.7783,0.06596,0.09394,0.3886,325.1,468,0,0.06299,0.009395,118.5
672,0.7471,0.07999,0.1435,0.3905,306.8,375,0,0.3301,0.01435,95.86
