step,epoch,reward,reward_std,loss,kl,entropy,learning_rate,step_time_s
646,2.8710,0.7762,0.05070,0.007915,0.07915,0.4340,4.238e-07,128.8
647,2.8760,0.7731,0.05584,0.007399,0.07399,0.3691,3.931e-07,122.4
648,2.8800,0.7787,0.06451,0.009145,0.09144,0.4302,3.634e-07,109.5
649,2.8840,0.7961,0.05915,0.007813,0.07813,0.4219,3.35e-07,125.6
650,2.8890,0.7850,0.05722,0.007883,0.07884,0.4694,3.077e-07,113.9
651,2.8930,0.7919,0.03047,0.008377,0.08377,0.4010,2.815e-07,122.7
652,2.8980,0.7730,0.05031,0.008578,0.08578,0.4041,2.565e-07,106.8
653,2.9020,0.7839,0.05108,0.008789,0.08789,0.4650,2.327e-07,112.9
654,2.9070,0.7916,0.04036,0.0109,0.109,0.4162,2.1e-07,99.5
655,2.9110,0.7934,0.06291,0.00826,0.0826,0.4301,1.885e-07,111.6
656,2.9160,0.7779,0.05586,0.008749,0.08748,0.3760,1.682e-07,105.4
657,2.9200,0.7914,0.05344,0.00785,0.07849,0.4117,1.49e-07,128.2
658,2.9240,0.7804,0.05477,0.008724,0.08723,0.4284,1.309e-07,125.0
659,2.9290,0.7584,0.07037,0.007618,0.07618,0.4892,1.141e-07,125.2
660,2.9330,0.8002,0.05127,0.008793,0.08794,0.4125,9.836e-08,107.4
661,2.9380,0.8121,0.04034,0.009645,0.09645,0.3792,8.381e-08,103.4
662,2.9420,0.8094,0.04564,0.01064,0.1065,0.4101,7.043e-08,108.8
663,2.9470,0.7793,0.06772,0.006504,0.06504,0.4217,5.821e-08,111.9
664,2.9510,0.7476,0.05428,0.007083,0.07082,0.5267,4.715e-08,125.8
665,2.9560,0.7890,0.06030,0.007929,0.0793,0.4238,3.726e-08,107.5
666,2.9600,0.7924,0.04375,0.00907,0.0907,0.4208,2.853e-08,110.6
667,2.9640,0.8049,0.04983,0.008927,0.08927,0.4579,2.096e-08,124.3
668,2.9690,0.7588,0.05666,0.008803,0.08803,0.4514,1.455e-08,123.6
669,2.9730,0.7890,0.05750,0.009671,0.09673,0.4222,9.315e-09,105.2
670,2.9780,0.7914,0.05131,0.008911,0.08911,0.4520,5.24e-09,119.8
671,2.9820,0.7667,0.05812,0.007887,0.07887,0.4008,2.329e-09,124.5
672,2.9870,0.7881,0.06270,0.007297,0.07297,0.4255,5.822e-10,129.8
