step,reward,reward_std,kl,entropy,grad_norm,loss,learning_rate,completion_length,clip_high,clip_low,step_time,epoch
505,0.7551,0.04933,0.07733,0.3211,0.0708,0.007734,1.538e-05,259.2,0,0,94.66,2.249
506,0.7732,0.04645,0.08201,0.3139,0.05908,0.008201,1.52e-05,272.7,0,0,87.03,2.253
507,0.7691,0.05168,0.1067,0.2924,0.07275,0.01067,1.503e-05,263.6,0,0,89.56,2.258
508,0.7529,0.04807,0.09999,0.2952,0.08984,0.009999,1.486e-05,271.2,0,0,110.8,2.262
509,0.797,0.0501,0.1146,0.3063,0.07275,0.01146,1.469e-05,247.1,0,0,78.13,2.267
510,0.7627,0.03812,0.08229,0.3464,0.06396,0.008229,1.452e-05,280.6,0,0,89.81,2.271
511,0.7695,0.04756,0.08138,0.3389,0.07324,0.008138,1.435e-05,262.4,0,0,93.24,2.276
512,0.7589,0.06098,0.08498,0.2999,0.0835,0.008498,1.418e-05,270,0,0,103.9,2.28
513,0.7691,0.04229,0.08679,0.3535,0.07178,0.00868,1.401e-05,285.4,0,0,111.3,2.284
514,0.7582,0.04547,0.07769,0.3067,0.06299,0.007769,1.384e-05,291.2,0,0,104.9,2.289
515,0.7561,0.05725,0.1174,0.2725,0.08496,0.01174,1.368e-05,251.9,0,0,99.84,2.293
516,0.7735,0.05733,0.09546,0.3202,0.07373,0.009546,1.351e-05,258.1,0,0,85.87,2.298
517,0.7771,0.05411,0.0891,0.2751,0.05811,0.008911,1.335e-05,257.6,0,0,84.23,2.302
518,0.7559,0.05628,0.07305,0.3434,0.07422,0.007305,1.318e-05,305.4,0,0,120.1,2.307
519,0.7591,0.05853,0.09373,0.3268,0.07715,0.009372,1.302e-05,292.3,0,0,97.24,2.311
520,0.751,0.05233,0.07502,0.3742,0.06738,0.007502,1.286e-05,287,0,0,105.8,2.316
521,0.7489,0.04064,0.08491,0.3394,0.05762,0.008491,1.27e-05,260.4,0,0,90.26,2.32
522,0.7444,0.04609,0.1068,0.2957,0.08057,0.01068,1.254e-05,250.9,0,0,93.4,2.324
523,0.7589,0.04533,0.06755,0.362,0.06104,0.006754,1.238e-05,296.1,0,0,100.9,2.329
524,0.7332,0.03464,0.06406,0.3613,0.05859,0.006409,1.222e-05,293.4,0,0,100.8,2.333
525,0.7696,0.05082,0.08049,0.3508,0.06445,0.008049,1.206e-05,287.8,0,0,95.58,2.338
526,0.7623,0.04848,0.07846,0.3517,0.05762,0.007846,1.191e-05,288.6,0,0,104.5,2.342
527,0.7449,0.03851,0.07528,0.3409,0.06641,0.007527,1.175e-05,274.2,0,0,95.94,2.347
528,0.7592,0.05591,0.09071,0.2456,0.05664,0.009071,1.159e-05,270.5,0,0,86.75,2.351
529,0.7528,0.04784,0.0828,0.3039,0.07275,0.00828,1.144e-05,263.6,0,0,86.49,2.356
530,0.7968,0.04706,0.09678,0.3285,0.06738,0.009678,1.129e-05,276.9,0,0,103.2,2.36
531,0.7593,0.0543,0.06226,0.3573,0.06152,0.006226,1.114e-05,304.3,0,0,104.8,2.364
532,0.7494,0.05177,0.07307,0.3146,0.06006,0.007307,1.098e-05,267.8,0,0,83.18,2.369
533,0.7402,0.05804,0.1042,0.3124,0.06885,0.01042,1.083e-05,235,0,0,72.34,2.373
534,0.7568,0.04568,0.07064,0.3777,0.05811,0.007064,1.068e-05,284.8,0,0,84.08,2.378
535,0.7566,0.04146,0.09903,0.3168,0.06787,0.009903,1.054e-05,246.6,0,0,84.45,2.382
536,0.7588,0.03306,0.0857,0.3093,0.05713,0.00857,1.039e-05,290.6,0,0,98.08,2.387
537,0.7775,0.05388,0.08162,0.3128,0.06445,0.008162,1.024e-05,284.6,0,0,108.2,2.391
538,0.754,0.05815,0.0875,0.3568,0.1309,0.00875,1.009e-05,276.4,0,0,96.98,2.396
539,0.7736,0.03845,0.08695,0.3085,0.05469,0.008689,9.95e-06,247.7,0,0,79.3,2.4
540,0.7611,0.048,0.08972,0.2993,0.06177,0.008972,9.806e-06,271.7,0,0,96.71,2.404
541,0.7573,0.05618,0.0695,0.3435,0.0625,0.00695,9.663e-06,290.7,0,0,94.47,2.409
542,0.7599,0.0438,0.0841,0.3311,0.07471,0.00841,9.521e-06,279.6,0,0,108.7,2.413
543,0.7275,0.04306,0.06871,0.3194,0.06836,0.00687,9.38e-06,294.4,0,0,101.6,2.418
544,0.7565,0.05846,0.08876,0.3144,0.06152,0.008876,9.239e-06,289.8,0,0,108.1,2.422
545,0.7666,0.04186,0.08713,0.3982,0.06689,0.008712,9.1e-06,294.7,0,0,102,2.427
546,0.7768,0.05816,0.09452,0.3327,0.07568,0.009452,8.962e-06,268.5,0,0,111.9,2.431
547,0.761,0.06357,0.09462,0.3067,0.06836,0.009461,8.824e-06,252.9,0,0,97.45,2.436
548,0.7347,0.05133,0.06253,0.3083,0.05786,0.006253,8.688e-06,299,0,0,93.56,2.44
549,0.7745,0.04154,0.06463,0.3695,0.06934,0.006464,8.553e-06,283.6,0,0,95.08,2.444
550,0.7753,0.0507,0.07754,0.2825,0.1016,0.007754,8.418e-06,262.2,0,0,106.7,2.449
551,0.7543,0.05793,0.07014,0.4849,0.05811,0.007014,8.285e-06,314.9,0,0,121.1,2.453
552,0.7541,0.05076,0.08706,0.3111,0.09229,0.008705,8.152e-06,260.9,0,0,87.84,2.458
553,0.7453,0.06126,0.06495,0.3205,0.06226,0.006494,8.021e-06,270.8,0,0,91.76,2.462
554,0.7559,0.04231,0.1007,0.314,0.0708,0.01007,7.89e-06,254.8,0,0,88.55,2.467
555,0.732,0.04971,0.08893,0.3078,0.06348,0.008892,7.76e-06,265.4,0,0,98.9,2.471
556,0.7744,0.04072,0.07155,0.3345,0.06226,0.007156,7.632e-06,300.7,0,0,99.78,2.476
557,0.7376,0.06353,0.1033,0.3332,0.09082,0.01033,7.504e-06,231.8,0,0,78.05,2.48
558,0.7574,0.05729,0.08212,0.2847,0.06543,0.008212,7.377e-06,273.8,0,0,104.8,2.484
559,0.7638,0.04322,0.08852,0.4019,0.07324,0.008852,7.252e-06,295.2,0,0,94.38,2.489
560,0.764,0.05384,0.08194,0.4,0.06226,0.008195,7.127e-06,284.3,0,0,129.1,2.493
561,0.7703,0.04201,0.09353,0.3416,0.07471,0.009353,7.003e-06,257.2,0,0,92.16,2.498
562,0.7473,0.05462,0.08703,0.3408,0.08301,0.008703,6.881e-06,289.3,0,0,113.6,2.502
563,0.7765,0.03926,0.08504,0.3575,0.06689,0.008503,6.759e-06,280.2,0,0,98.1,2.507
564,0.7353,0.05405,0.07209,0.3921,0.07568,0.007209,6.639e-06,322.5,0,0,125.4,2.511
565,0.758,0.07541,0.06636,0.3837,0.06299,0.006636,6.519e-06,304.9,0,0,105.1,2.516
566,0.7538,0.0676,0.0742,0.3451,0.06494,0.00742,6.4e-06,272.6,0,0,92.06,2.52
567,0.7423,0.05963,0.06999,0.3433,0.06348,0.006999,6.283e-06,270.6,0,0,88.79,2.524
568,0.7783,0.04609,0.07056,0.3438,0.06836,0.007056,6.166e-06,278.6,0,0,103.4,2.529
569,0.773,0.04014,0.06413,0.2759,0.06152,0.006414,6.051e-06,300.4,0,0,107.9,2.533
570,0.7382,0.04937,0.05683,0.3888,0.05469,0.005683,5.936e-06,330.7,0,0,106.4,2.538
571,0.769,0.04643,0.08345,0.2782,0.06348,0.008345,5.822e-06,253.8,0,0,79.98,2.542
572,0.759,0.05732,0.06721,0.3309,0.05835,0.006722,5.71e-06,274.8,0,0,93.22,2.547
573,0.7379,0.06196,0.07886,0.3848,0.06885,0.007886,5.599e-06,289.1,0,0,98.82,2.551
574,0.756,0.05218,0.06615,0.3997,0.06445,0.006614,5.488e-06,310.6,0,0,109.6,2.556
575,0.7743,0.05226,0.07644,0.3497,0.06787,0.007644,5.379e-06,286.3,0,0,109.2,2.56
576,0.7498,0.0435,0.07314,0.3321,0.07471,0.007314,5.27e-06,281.6,0,0,109.6,2.564
577,0.7419,0.05898,0.08413,0.3706,0.07666,0.008412,5.163e-06,284.5,0,0,101.9,2.569
578,0.7582,0.05462,0.08533,0.3006,0.05835,0.008532,5.057e-06,270.9,0,0,114.1,2.573
579,0.7952,0.03575,0.08027,0.2866,0.0625,0.008028,4.952e-06,272.6,0,0,99.38,2.578
580,0.7622,0.04485,0.08452,0.356,0.06836,0.008451,4.847e-06,276.3,0,0,98.04,2.582
581,0.7699,0.06019,0.09101,0.3218,0.0625,0.009102,4.744e-06,265.1,0,0,93.13,2.587
582,0.766,0.06053,0.06806,0.348,0.06982,0.006806,4.642e-06,325,0,0,122.7,2.591
583,0.7684,0.05833,0.07321,0.3279,0.06079,0.007321,4.541e-06,275.2,0,0,96.37,2.596
584,0.7839,0.03954,0.08636,0.295,0.0564,0.008638,4.441e-06,281,0,0,87.43,2.6
585,0.7516,0.05461,0.06756,0.3858,0.07275,0.006755,4.342e-06,287.6,0,0,114.5,2.604
586,0.7528,0.04454,0.07405,0.3115,0.06201,0.007405,4.245e-06,283,0,0,96.21,2.609
587,0.7605,0.0417,0.07093,0.385,0.0603,0.007092,4.148e-06,311.8,0,0,119.9,2.613
588,0.7671,0.04993,0.08162,0.3052,0.05786,0.008162,4.052e-06,280.7,0,0,109.6,2.618
589,0.7457,0.04398,0.07362,0.3611,0.1074,0.007362,3.957e-06,289.8,0,0,120,2.622
590,0.7737,0.0481,0.08407,0.3348,0.06543,0.008407,3.864e-06,265.6,0,0,104,2.627
591,0.7437,0.05734,0.0842,0.2892,0.05591,0.00842,3.771e-06,260,0,0,80.85,2.631
592,0.7216,0.04233,0.07075,0.3372,0.07129,0.007075,3.68e-06,271.4,0,0,95.59,2.636
593,0.8008,0.03742,0.08716,0.2821,0.05688,0.008716,3.59e-06,256.6,0,0,85.35,2.64
594,0.7584,0.04785,0.07573,0.3331,0.06128,0.007572,3.501e-06,296.6,0,0,103.7,2.644
595,0.7757,0.05073,0.09657,0.2717,0.05762,0.009657,3.412e-06,258.6,0,0,81,2.649
596,0.7761,0.06103,0.09967,0.2698,0.06396,0.009967,3.325e-06,257.1,0,0,80.23,2.653
597,0.7433,0.05695,0.07024,0.3538,0.06934,0.007024,3.239e-06,294.4,0,0,108.1,2.658
598,0.7366,0.06319,0.0778,0.3607,0.06396,0.007781,3.154e-06,306.4,0,0,98.32,2.662
599,0.7839,0.04394,0.07028,0.3551,0.06396,0.007028,3.071e-06,277.1,0,0,103,2.667
600,0.7894,0.05235,0.1045,0.2852,0.06055,0.01045,2.988e-06,261.4,0,0,78.1,2.671
601,0.7496,0.05215,0.07992,0.3433,0.0625,0.007993,2.906e-06,313.8,0,0,120.2,2.676
602,0.7476,0.03726,0.07507,0.2806,0.06104,0.007507,2.826e-06,287.2,0,0,89.8,2.68
603,0.7696,0.04942,0.07058,0.3208,0.06787,0.007058,2.746e-06,282.2,0,0,104.1,2.684
604,0.739,0.06357,0.07892,0.3472,0.08301,0.007893,2.668e-06,273.1,0,0,109.4,2.689
605,0.7855,0.03338,0.0938,0.3099,0.06592,0.009379,2.591e-06,257.9,0,0,83.33,2.693
606,0.7367,0.0375,0.07426,0.3616,0.05664,0.007425,2.515e-06,265.5,0,0,88.31,2.698
607,0.756,0.04678,0.07861,0.3238,0.06494,0.007861,2.44e-06,272.5,0,0,98.4,2.702
608,0.7807,0.04939,0.0688,0.3057,0.05762,0.00688,2.366e-06,301.9,0,0,109.5,2.707
609,0.765,0.04197,0.07217,0.4141,0.06885,0.007217,2.293e-06,331.1,0,0,113.9,2.711
610,0.7686,0.055,0.07586,0.2934,0.06836,0.007586,2.221e-06,262.6,0,0,83.2,2.716
611,0.7683,0.04756,0.0843,0.3258,0.05908,0.008429,2.151e-06,288,0,0,102.9,2.72
612,0.7586,0.0474,0.07895,0.3731,0.07178,0.007894,2.081e-06,273,0,0,87.03,2.724
613,0.7493,0.05342,0.0894,0.31,0.06641,0.00894,2.013e-06,264.5,0,0,100.4,2.729
614,0.7533,0.03841,0.08559,0.3272,0.0752,0.00856,1.946e-06,255.3,0,0,100.3,2.733
615,0.7754,0.05751,0.07653,0.3548,0.05981,0.007653,1.88e-06,297.9,0,0,107,2.738
616,0.779,0.03454,0.07795,0.3455,0.05811,0.007796,1.815e-06,280.8,0,0,95.15,2.742
617,0.7589,0.05432,0.08337,0.3703,0.06079,0.008337,1.751e-06,279.2,0,0,89.35,2.747
618,0.7367,0.05601,0.05629,0.3764,0.05786,0.005629,1.688e-06,305,0,0,108.5,2.751
619,0.7539,0.04136,0.06215,0.4092,0.05469,0.006214,1.627e-06,328.6,0,0,97.78,2.756
620,0.7374,0.0629,0.0817,0.3726,0.06641,0.00817,1.566e-06,274.6,0,0,96.51,2.76
621,0.7639,0.05072,0.08231,0.3006,0.08594,0.008231,1.507e-06,267.6,0,0,91,2.764
622,0.7823,0.04656,0.09209,0.2542,0.08594,0.009209,1.448e-06,260.2,0,0,84.77,2.769
623,0.7725,0.0398,0.07848,0.2905,0.05737,0.007848,1.391e-06,280.5,0,0,93.98,2.773
624,0.7774,0.04873,0.0943,0.3103,0.06934,0.00943,1.335e-06,255.4,0,0,80.71,2.778
625,0.7406,0.05223,0.0848,0.3528,0.09375,0.00848,1.281e-06,305.1,0,0,103.7,2.782
626,0.7793,0.04568,0.0923,0.2953,0.06006,0.009229,1.227e-06,263.6,0,0,85.56,2.787
627,0.7613,0.07018,0.08899,0.3193,0.06592,0.008899,1.174e-06,271.6,0,0,99.16,2.791
628,0.7682,0.05571,0.09072,0.3347,0.06299,0.00907,1.123e-06,267.2,0,0,100.1,2.796
629,0.7777,0.04568,0.07866,0.2803,0.06104,0.007866,1.073e-06,252.6,0,0,82.3,2.8
630,0.7694,0.05539,0.0825,0.3071,0.06396,0.00825,1.024e-06,265.1,0,0,89.62,2.804
631,0.766,0.04994,0.08539,0.3126,0.08105,0.008539,9.755e-07,269.3,0,0,88.01,2.809
632,0.7448,0.06947,0.07063,0.3582,0.06152,0.007063,9.286e-07,279.8,0,0,88.26,2.813
633,0.7588,0.0499,0.06668,0.3441,0.05591,0.006668,8.829e-07,290.7,0,0,110.1,2.818
634,0.7582,0.04811,0.07107,0.3249,0.06348,0.007107,8.384e-07,272.4,0,0,112.5,2.822
635,0.75,0.04812,0.07078,0.2871,0.05786,0.007078,7.949e-07,280.3,0,0,98.17,2.827
636,0.7681,0.06076,0.08332,0.365,0.07568,0.008332,7.526e-07,274.1,0,0,89.72,2.831
637,0.747,0.04653,0.08231,0.2901,0.07129,0.008231,7.115e-07,267.1,0,0,91.34,2.836
638,0.7771,0.05508,0.09734,0.3537,0.07227,0.009734,6.715e-07,267.9,0,0,81.85,2.84
639,0.7513,0.04877,0.07024,0.3659,0.06104,0.007024,6.327e-07,306.9,0,0,116.5,2.844
640,0.7695,0.03612,0.08854,0.2822,0.0564,0.008854,5.95e-07,254.4,0,0,75.6,2.849
641,0.7501,0.04073,0.06727,0.3335,0.05762,0.006726,5.585e-07,282.3,0,0,106,2.853
642,0.7501,0.05804,0.08294,0.2926,0.05664,0.008294,5.231e-07,281.1,0,0,117.5,2.858
643,0.7519,0.05718,0.07559,0.3596,0.05859,0.007559,4.888e-07,306.6,0,0,113.3,2.862
644,0.7502,0.07149,0.0715,0.3306,0.05737,0.00715,4.558e-07,314.2,0,0,105.8,2.867
645,0.7723,0.0563,0.08638,0.3501,0.07715,0.008638,4.238e-07,274.4,0,0,106.6,2.871
646,0.7606,0.04012,0.07806,0.2704,0.06543,0.007807,3.931e-07,290.5,0,0,100.1,2.876
647,0.7605,0.04669,0.08015,0.3451,0.06348,0.008015,3.634e-07,289.1,0,0,94.6,2.88
648,0.7646,0.05015,0.07601,0.3238,0.05737,0.007601,3.35e-07,290.7,0,0,94.8,2.884
649,0.7401,0.04349,0.07123,0.3459,0.06445,0.007123,3.077e-07,276.2,0,0,101.7,2.889
650,0.7608,0.03739,0.08568,0.2911,0.06592,0.008568,2.815e-07,294,0,0,113.8,2.893
651,0.763,0.05009,0.07091,0.3396,0.05542,0.007091,2.565e-07,279.8,0,0,87.55,2.898
652,0.7422,0.04192,0.09509,0.3258,0.06299,0.009509,2.327e-07,252.4,0,0,78.84,2.902
653,0.7667,0.0556,0.09246,0.3127,0.06787,0.009246,2.1e-07,252.3,0,0,87.81,2.907
654,0.7707,0.0503,0.06735,0.3779,0.06201,0.006735,1.885e-07,280.6,0,0,96.19,2.911
655,0.7454,0.05201,0.07587,0.2926,0.05786,0.007587,1.682e-07,265.2,0,0,93.01,2.916
656,0.7474,0.05487,0.07586,0.3143,0.06445,0.007585,1.49e-07,272.2,0,0,92.08,2.92
657,0.7753,0.05201,0.07637,0.3242,0.07471,0.007637,1.309e-07,285.3,0,0,110.2,2.924
658,0.7388,0.05622,0.06304,0.4102,0.05957,0.006304,1.141e-07,320.9,0,0,125.1,2.929
659,0.7854,0.04127,0.08041,0.3386,0.06934,0.008042,9.836e-08,262.2,0,0,103.1,2.933
660,0.784,0.0444,0.08743,0.2979,0.05859,0.008744,8.381e-08,272.1,0,0,90.44,2.938
661,0.7781,0.04478,0.09584,0.2847,0.06348,0.009584,7.043e-08,251.6,0,0,83.5,2.942
662,0.7759,0.06715,0.07488,0.3288,0.06006,0.007488,5.821e-08,288.2,0,0,128,2.947
663,0.7182,0.05551,0.0545,0.4251,0.05664,0.00545,4.715e-08,325.1,0,0,104.6,2.951
664,0.7726,0.05101,0.08186,0.2959,0.08594,0.008185,3.726e-08,268.4,0,0,85.09,2.956
665,0.7522,0.05921,0.09176,0.3019,0.08594,0.009176,2.853e-08,272.2,0,0,95.84,2.96
666,0.7879,0.04841,0.07702,0.375,0.07031,0.007702,2.096e-08,278.9,0,0,98.35,2.964
667,0.7584,0.04852,0.08055,0.3469,0.05811,0.008054,1.455e-08,302.6,0,0,115.5,2.969
668,0.7661,0.0548,0.08628,0.2869,0.06152,0.008628,9.315e-09,264,0,0,85.74,2.973
669,0.7689,0.04835,0.07568,0.3508,0.05078,0.007568,5.24e-09,279.8,0,0,101.2,2.978
670,0.7637,0.06097,0.06988,0.349,0.06104,0.006988,2.329e-09,308,0,0,122.5,2.982
671,0.738,0.06137,0.07047,0.3594,0.0625,0.007045,5.822e-10,319.5,0,0,112.4,2.987
